Month,Department,Account,Budget,Actual,Variance,VariancePct
2025-01-01,Sales,Revenue,441000.0,442889.93,1889.929999999993,0.00428555555555554
2025-01-01,Sales,COGS,185220.0,188047.54,2827.540000000008,0.015265846020948106
2025-01-01,Sales,Payroll,180000.0,198871.58,18871.579999999987,0.10484211111111104
2025-01-01,Sales,Software,28000.0,28367.64,367.6399999999994,0.013129999999999978
2025-01-01,Sales,Travel,16800.0,17162.35,362.34999999999854,0.021568452380952296
2025-01-01,Sales,Facilities,19000.0,19712.06,712.0600000000013,0.037476842105263225
2025-01-01,Sales,Other OpEx,24000.0,22966.37,-1033.630000000001,-0.043067916666666706
2025-01-01,Marketing,Revenue,156800.0,158592.07,1792.070000000007,0.011429017857142901
2025-01-01,Marketing,COGS,65856.0,67726.09,1870.0899999999965,0.028396653304178763
2025-01-01,Marketing,Payroll,180000.0,194147.17,14147.170000000013,0.07859538888888896
2025-01-01,Marketing,Software,28000.0,26287.09,-1712.9099999999999,-0.061175357142857135
2025-01-01,Marketing,Travel,14000.0,13729.52,-270.47999999999956,-0.01931999999999997
2025-01-01,Marketing,Facilities,19000.0,17824.55,-1175.4500000000007,-0.06186578947368425
2025-01-01,Marketing,Other OpEx,24000.0,25966.29,1966.2900000000009,0.08192875000000004
2025-01-01,R&D,Revenue,117600.0,121505.8,3905.800000000003,0.03321258503401363
2025-01-01,R&D,COGS,49392.0,49387.95,-4.05000000000291,-8.199708454816387e-05
2025-01-01,R&D,Payroll,252000.0,281342.55,29342.54999999999,0.11643869047619043
2025-01-01,R&D,Software,39200.0,43627.7,4427.699999999997,0.11295153061224482
2025-01-01,R&D,Travel,14000.0,14710.98,710.9799999999996,0.050784285714285685
2025-01-01,R&D,Facilities,19000.0,19819.14,819.1399999999994,0.04311263157894734
2025-01-01,R&D,Other OpEx,24000.0,22835.97,-1164.0299999999988,-0.048501249999999954
2025-01-01,Operations,Revenue,98000.0,93276.41,-4723.5899999999965,-0.04819989795918364
2025-01-01,Operations,COGS,41160.0,39501.94,-1658.0599999999977,-0.04028328474246836
2025-01-01,Operations,Payroll,180000.0,167743.84,-12256.160000000003,-0.06808977777777779
2025-01-01,Operations,Software,28000.0,26825.17,-1174.8300000000017,-0.04195821428571435
2025-01-01,Operations,Travel,14000.0,13557.44,-442.5599999999995,-0.03161142857142853
2025-01-01,Operations,Facilities,19000.0,17594.31,-1405.6899999999987,-0.07398368421052624
2025-01-01,Operations,Other OpEx,24000.0,24306.89,306.8899999999994,0.012787083333333308
2025-01-01,G&A,Revenue,68600.0,68796.45,196.4499999999971,0.002863702623906663
2025-01-01,G&A,COGS,28812.0,29891.02,1079.0200000000004,0.037450367902262964
2025-01-01,G&A,Payroll,180000.0,184288.47,4288.470000000001,0.02382483333333334
2025-01-01,G&A,Software,28000.0,29345.63,1345.630000000001,0.04805821428571432
2025-01-01,G&A,Travel,14000.0,14279.36,279.3600000000006,0.019954285714285754
2025-01-01,G&A,Facilities,19000.0,19997.31,997.3100000000013,0.05249000000000007
2025-01-01,G&A,Other OpEx,24000.0,24275.18,275.1800000000003,0.011465833333333345
2025-02-01,Sales,Revenue,445410.0,438007.08,-7402.919999999984,-0.016620462046204584
2025-02-01,Sales,COGS,187072.2,192687.18,5614.979999999981,0.030015042320558485
2025-02-01,Sales,Payroll,180720.0,202250.68,21530.679999999993,0.11913833554670204
2025-02-01,Sales,Software,28112.0,30587.07,2475.0699999999997,0.08804318440523619
2025-02-01,Sales,Travel,16867.2,17905.58,1038.380000000001,0.06156208499335995
2025-02-01,Sales,Facilities,19076.0,18752.77,-323.22999999999956,-0.01694432795135246
2025-02-01,Sales,Other OpEx,24096.0,23275.13,-820.869999999999,-0.03406665006640102
2025-02-01,Marketing,Revenue,158368.0,155942.56,-2425.4400000000023,-0.015315215194988902
2025-02-01,Marketing,COGS,66514.56,63540.02,-2974.540000000001,-0.04472013345649435
2025-02-01,Marketing,Payroll,180720.0,193959.11,13239.109999999986,0.0732575807879592
2025-02-01,Marketing,Software,28112.0,28114.25,2.25,8.003699487763233e-05
2025-02-01,Marketing,Travel,14056.0,15311.44,1255.4400000000005,0.0893170176437109
2025-02-01,Marketing,Facilities,19076.0,19024.55,-51.45000000000073,-0.0026971063115957604
2025-02-01,Marketing,Other OpEx,24096.0,26785.32,2689.3199999999997,0.11160856573705179
2025-02-01,R&D,Revenue,118776.0,124914.01,6138.009999999995,0.05167719067825145
2025-02-01,R&D,COGS,49885.92,50592.56,706.6399999999994,0.014165119135820277
2025-02-01,R&D,Payroll,253008.0,243379.4,-9628.600000000006,-0.03805650414216154
2025-02-01,R&D,Software,39356.8,43373.33,4016.529999999999,0.10205428286852586
2025-02-01,R&D,Travel,14056.0,14252.75,196.75,0.01399758110415481
2025-02-01,R&D,Facilities,19076.0,21290.19,2214.1899999999987,0.11607202767875859
2025-02-01,R&D,Other OpEx,24096.0,24083.59,-12.409999999999854,-0.0005150232403718399
2025-02-01,Operations,Revenue,98980.0,94898.52,-4081.479999999996,-0.04123540109112948
2025-02-01,Operations,COGS,41571.6,40524.6,-1047.0,-0.02518546315272927
2025-02-01,Operations,Payroll,180720.0,194400.9,13680.899999999994,0.07570219123505972
2025-02-01,Operations,Software,28112.0,27379.83,-732.1699999999983,-0.026044749573135965
2025-02-01,Operations,Travel,14056.0,13176.5,-879.5,-0.06257114399544679
2025-02-01,Operations,Facilities,19076.0,18818.8,-257.2000000000007,-0.013482910463409558
2025-02-01,Operations,Other OpEx,24096.0,26814.4,2718.4000000000015,0.1128154050464808
2025-02-01,G&A,Revenue,69286.0,72124.29,2838.2899999999936,0.0409648413820973
2025-02-01,G&A,COGS,29100.12,29508.19,408.0699999999997,0.01402296622831795
2025-02-01,G&A,Payroll,180720.0,175167.85,-5552.149999999994,-0.030722388224878234
2025-02-01,G&A,Software,28112.0,26431.16,-1680.8400000000001,-0.059790836653386456
2025-02-01,G&A,Travel,14056.0,13099.89,-956.1100000000006,-0.06802148548662497
2025-02-01,G&A,Facilities,19076.0,20590.72,1514.7200000000012,0.07940448731390234
2025-02-01,G&A,Other OpEx,24096.0,23024.59,-1071.4099999999999,-0.044464226427622836
2025-03-01,Sales,Revenue,449820.0,457518.86,7698.859999999986,0.01711542394735669
2025-03-01,Sales,COGS,188924.4,192459.82,3535.420000000013,0.01871341129044217
2025-03-01,Sales,Payroll,181440.0,173844.36,-7595.640000000014,-0.04186309523809532
2025-03-01,Sales,Software,28224.0,30097.48,1873.4799999999996,0.06637896825396823
2025-03-01,Sales,Travel,16934.4,16023.22,-911.1800000000021,-0.0538064531368104
2025-03-01,Sales,Facilities,19152.0,20085.53,933.5299999999988,0.048743212197159505
2025-03-01,Sales,Other OpEx,24192.0,22820.35,-1371.6500000000015,-0.05669849537037043
2025-03-01,Marketing,Revenue,159936.0,160014.48,78.48000000001048,0.0004906962785114701
2025-03-01,Marketing,COGS,67173.12,65998.02,-1175.0999999999913,-0.01749360458469089
2025-03-01,Marketing,Payroll,181440.0,176715.12,-4724.880000000005,-0.026041005291005316
2025-03-01,Marketing,Software,28224.0,31446.78,3222.779999999999,0.11418579931972785
2025-03-01,Marketing,Travel,14112.0,15250.59,1138.5900000000001,0.08068239795918368
2025-03-01,Marketing,Facilities,19152.0,18784.84,-367.15999999999985,-0.019170843776106925
2025-03-01,Marketing,Other OpEx,24192.0,26537.97,2345.970000000001,0.09697296626984132
2025-03-01,R&D,Revenue,119952.0,116987.41,-2964.5899999999965,-0.024714802587701718
2025-03-01,R&D,COGS,50379.84,48994.28,-1385.5599999999977,-0.027502270749569624
2025-03-01,R&D,Payroll,254016.0,277099.8,23083.79999999999,0.09087537792894931
2025-03-01,R&D,Software,39513.6,41424.76,1911.1600000000035,0.048367144476838445
2025-03-01,R&D,Travel,14112.0,13266.22,-845.7800000000007,-0.05993339002267578
2025-03-01,R&D,Facilities,19152.0,21409.26,2257.2599999999984,0.11786027568922297
2025-03-01,R&D,Other OpEx,24192.0,23288.4,-903.5999999999985,-0.03735119047619041
2025-03-01,Operations,Revenue,99960.0,98060.09,-1899.9100000000035,-0.019006702681072463
2025-03-01,Operations,COGS,41983.2,42366.29,383.0900000000038,0.00912484041235551
2025-03-01,Operations,Payroll,181440.0,178861.93,-2578.070000000007,-0.014208939594356299
2025-03-01,Operations,Software,28224.0,27638.77,-585.2299999999996,-0.020735189909297038
2025-03-01,Operations,Travel,14112.0,13190.2,-921.7999999999993,-0.06532029478458044
2025-03-01,Operations,Facilities,19152.0,17965.02,-1186.9799999999996,-0.06197681704260649
2025-03-01,Operations,Other OpEx,24192.0,25076.14,884.1399999999994,0.0365467923280423
2025-03-01,G&A,Revenue,69972.0,68513.89,-1458.1100000000006,-0.020838478248442243
2025-03-01,G&A,COGS,29388.24,29190.0,-198.2400000000016,-0.006745555365003198
2025-03-01,G&A,Payroll,181440.0,180413.2,-1026.7999999999884,-0.005659171075837678
2025-03-01,G&A,Software,28224.0,28524.35,300.34999999999854,0.010641652494331015
